pert_in,k_pred,psts_explained,expl_known_psts
JNK,GSK3B,27,0.039
JNK,STK33,23,0.033
JNK,NEK2,14,0.020
JNK,MYO3B,8,0.012
JNK,DYRK3,138,0.200
JNK,GSK3A,31,0.045
JNK,AKT2,82,0.119
JNK,CDKL1,53,0.077
JNK,MST1,7,0.010
JNK,PRKX,69,0.100
JNK,NEK9,10,0.014
JNK,EEF2K,7,0.010
JNK,MOK,68,0.099
JNK,SRPK2,159,0.230
JNK,DYRK1A,128,0.186
JNK,CDK3,59,0.086
JNK,MELK,32,0.046
JNK,PDK1,19,0.028
JNK,PHKG2,133,0.193
JNK,ULK2,9,0.013
JNK,NEK3,12,0.017
JNK,CDKL5,49,0.071
JNK,AKT1,65,0.094
JNK,PAK3,34,0.049
JNK,CLK1,163,0.236
JNK,NLK,50,0.072
JNK,MAPKAPK5,40,0.058
JNK,CDK10,118,0.171
JNK,BRSK1,29,0.042
JNK,CLK3,73,0.106
JNK,MTOR,43,0.062
JNK,DYRK1B,133,0.193
JNK,PAK6,52,0.075
JNK,CDK9,108,0.157
JNK,GRK4,26,0.038
JNK,SGK3,33,0.048
JNK,DYRK2,106,0.154
JNK,PRKD2,59,0.086
JNK,MAK,42,0.061
JNK,HIPK4,106,0.154
JNK,TTBK1,10,0.014
JNK,CLK4,160,0.232
JNK,CAMK1G,52,0.075
JNK,MAPKAPK3,38,0.055
JNK,PKN2,52,0.075
JNK,CDK1,55,0.080
KD025,DYRK4,104,0.123
KD025,PAK1,89,0.105
KD025,PIM1,53,0.063
KD025,HASPIN,15,0.018
KD025,NEK1,10,0.012
KD025,GRK6,50,0.059
KD025,CAMKK2,6,0.007
KD025,GRK3,40,0.047
KD025,NUAK1,62,0.073
KD025,NEK4,16,0.019
KD025,PAK5,112,0.133
KD025,DAPK1,119,0.141
KD025,PHKG1,191,0.226
KD025,HIPK1,29,0.034
KD025,HIPK2,28,0.033
KD025,VRK2,10,0.012
KD025,MYLK4,139,0.164
KD025,MYO3A,11,0.013
KD025,SRPK3,23,0.027
KD025,CDK7,59,0.070
KD025,SNRK,130,0.154
KD025,CAMK1D,126,0.149
KD025,WNK4,62,0.073
KD025,TTK,3,0.004
KD025,NEK11,75,0.089
KD025,SMG1,7,0.008
KD025,CDK2,42,0.050
KD025,MAPKAPK2,66,0.078
KD025,PRKD3,156,0.185
KD025,BMPR1A,69,0.082
KD025,GAK,110,0.130
KD025,PRPK,144,0.170
KD025,LRRK2,13,0.015
KD025,ROCK2,145,0.172
KD025,PKN3,215,0.254
KD025,CDK4,25,0.030
KD025,DAPK3,120,0.142
KD025,PIM2,108,0.128
KD025,PKN1,161,0.191
KD025,PLK3,31,0.037
KD025,ULK1,60,0.071
KD025,PINK1,35,0.041
KD025,NEK6,10,0.012
KD025,LATS2,69,0.082
KD025,NEK7,13,0.015
KD025,CDK17,61,0.072
KD025,SGK1,176,0.208
KD025,CDK19,23,0.027
KD025,PASK,61,0.072
KD025,MAP3K15,9,0.011
KD025,NEK5,10,0.012
KD025,CDK8,26,0.031
KD025,PAK2,85,0.101
KD025,AAK1,6,0.007
KD025,PIM3,46,0.054
KD025,CDK6,27,0.032
KD025,TSSK2,65,0.077
KD025,WNK1,120,0.142
KD025,HIPK3,31,0.037
KD025,CAMK4,151,0.179
KD025,MARK1,65,0.077
KD025,AKT3,115,0.136
KD025,CDK5,24,0.028
KD025,GSK3B,62,0.073
KD025,MYO3B,12,0.014
KD025,DYRK3,156,0.185
KD025,AKT2,162,0.192
KD025,MST1,10,0.012
KD025,PRKX,113,0.134
KD025,DAPK2,131,0.155
KD025,NEK9,10,0.012
KD025,EEF2K,17,0.020
KD025,MOK,28,0.033
KD025,HUNK,24,0.028
KD025,SRPK2,23,0.027
KD025,MELK,141,0.167
KD025,CDK3,35,0.041
KD025,GRK5,37,0.044
KD025,PDK1,131,0.155
KD025,PHKG2,126,0.149
KD025,ULK2,12,0.014
KD025,WNK3,115,0.136
KD025,CDK14,82,0.097
KD025,NEK3,9,0.011
KD025,CDKL5,29,0.034
KD025,MARK4,29,0.034
KD025,AKT1,145,0.172
KD025,PAK3,90,0.107
KD025,NLK,34,0.040
KD025,MAPKAPK5,126,0.149
KD025,CDK10,26,0.031
KD025,BRSK1,101,0.120
KD025,CLK3,29,0.034
KD025,MTOR,29,0.034
KD025,DYRK1B,104,0.123
KD025,PAK6,97,0.115
KD025,GRK4,39,0.046
KD025,RIPK1,116,0.137
KD025,SGK3,141,0.167
KD025,GRK1,37,0.044
KD025,DYRK2,33,0.039
KD025,VRK1,6,0.007
KD025,PRKD2,102,0.121
KD025,MAK,28,0.033
KD025,HIPK4,27,0.032
KD025,CAMK1G,145,0.172
KD025,MAPKAPK3,165,0.195
KD025,PKN2,179,0.212
KD025,CDK1,27,0.032
KD025,CAMK2A,56,0.066
Ku0063794,TLK2,3,0.010
Ku0063794,RIPK3,10,0.033
Ku0063794,CDK8,22,0.073
Ku0063794,PRKD1,16,0.053
Ku0063794,SMG1,4,0.013
Ku0063794,AAK1,7,0.023
Ku0063794,DYRK4,24,0.079
Ku0063794,CDK2,23,0.076
Ku0063794,CDK6,51,0.169
Ku0063794,GAK,4,0.013
Ku0063794,CDKL5,47,0.156
Ku0063794,BRSK2,48,0.159
Ku0063794,CAMK4,25,0.083
Ku0063794,IRAK1,7,0.023
Ku0063794,MARK1,50,0.166
Ku0063794,NEK1,10,0.033
Ku0063794,HIPK3,21,0.070
Ku0063794,CDK5,50,0.166
Ku0063794,MASTL,9,0.030
Ku0063794,PRPK,11,0.036
Ku0063794,CAMKK2,8,0.026
Ku0063794,NEK4,12,0.040
Ku0063794,CDK18,40,0.132
Ku0063794,NLK,54,0.179
Ku0063794,CDK4,54,0.179
Ku0063794,CDK10,49,0.162
Ku0063794,TTBK2,14,0.046
Ku0063794,DYRK3,19,0.063
Ku0063794,MTOR,14,0.046
Ku0063794,CDK13,50,0.166
Ku0063794,TGFBR2,3,0.010
Ku0063794,DYRK1B,18,0.060
Ku0063794,CDK16,46,0.152
Ku0063794,CDK9,54,0.179
Ku0063794,MARK3,52,0.172
Ku0063794,MARK2,49,0.162
Ku0063794,HIPK1,14,0.046
Ku0063794,HIPK2,21,0.070
Ku0063794,DYRK2,23,0.076
Ku0063794,VRK2,7,0.023
Ku0063794,CDK7,12,0.040
Ku0063794,CDK12,51,0.169
Ku0063794,RIPK2,13,0.043
Ku0063794,SNRK,18,0.060
Ku0063794,TBK1,2,0.007
Ku0063794,PLK4,8,0.026
Ku0063794,WNK4,44,0.146
Ku0063794,CAMK2D,21,0.070
Ku0063794,HIPK4,22,0.073
Ku0063794,TTBK1,14,0.046
Ku0063794,DYRK1A,16,0.053
Ku0063794,CDK3,55,0.182
Ku0063794,PBK,5,0.017
Ku0063794,ATR,50,0.166
Ku0063794,CDK19,49,0.162
Ku0063794,CDK1,54,0.179
LY2090314,NUAK2,52,0.067
LY2090314,PAK1,169,0.218
LY2090314,DSTYK,21,0.027
LY2090314,IRAK1,18,0.023
LY2090314,GRK6,248,0.320
LY2090314,MASTL,17,0.022
LY2090314,GRK3,37,0.048
LY2090314,NUAK1,72,0.093
LY2090314,RAF1,171,0.221
LY2090314,NEK4,14,0.018
LY2090314,PAK5,169,0.218
LY2090314,DAPK1,214,0.276
LY2090314,PLK1,10,0.013
LY2090314,MOS,261,0.337
LY2090314,MYLK4,170,0.220
LY2090314,SRPK3,36,0.047
LY2090314,SNRK,53,0.068
LY2090314,CAMK1D,203,0.262
LY2090314,ACVR2B,38,0.049
LY2090314,WNK4,200,0.258
LY2090314,BMPR1B,36,0.047
LY2090314,PBK,246,0.318
LY2090314,ROCK1,209,0.270
LY2090314,SMG1,12,0.016
LY2090314,CDK2,32,0.041
LY2090314,PRKD3,54,0.070
LY2090314,BMPR1A,33,0.043
LY2090314,PRPK,247,0.319
LY2090314,ROCK2,213,0.275
LY2090314,PKN3,30,0.039
LY2090314,CDK4,243,0.314
LY2090314,DAPK3,213,0.275
LY2090314,PIM2,183,0.236
LY2090314,PKN1,64,0.083
LY2090314,PLK3,38,0.049
LY2090314,CDK16,65,0.084
LY2090314,CAMK2G,252,0.326
LY2090314,GRK7,36,0.047
LY2090314,PLK4,11,0.014
LY2090314,CDC7,241,0.311
LY2090314,SGK1,208,0.269
LY2090314,GRK2,37,0.048
LY2090314,MARK3,165,0.213
LY2090314,PAK2,165,0.213
LY2090314,CDK6,246,0.318
LY2090314,TSSK2,70,0.090
LY2090314,CAMK4,50,0.065
LY2090314,MARK1,210,0.271
LY2090314,AKT3,179,0.231
LY2090314,CDK5,42,0.054
LY2090314,DYRK3,202,0.261
LY2090314,AKT2,178,0.230
LY2090314,CDKL1,37,0.048
LY2090314,MARK2,166,0.214
LY2090314,PRKX,210,0.271
LY2090314,DAPK2,175,0.226
LY2090314,ACVR2A,34,0.044
LY2090314,HUNK,164,0.212
LY2090314,FAM20C,46,0.059
LY2090314,SRPK2,190,0.245
LY2090314,MELK,56,0.072
LY2090314,CDK3,37,0.048
LY2090314,GRK5,35,0.045
LY2090314,PDK1,205,0.265
LY2090314,PHKG2,60,0.078
LY2090314,WNK3,162,0.209
LY2090314,CDK14,174,0.225
LY2090314,MARK4,60,0.078
LY2090314,AKT1,176,0.227
LY2090314,PAK3,166,0.214
LY2090314,PLK2,38,0.049
LY2090314,NLK,45,0.058
LY2090314,MAPKAPK5,210,0.271
LY2090314,CDK10,39,0.050
LY2090314,BRSK1,202,0.261
LY2090314,MTOR,35,0.045
LY2090314,PAK6,167,0.216
LY2090314,CAMK2B,26,0.034
LY2090314,CDK9,33,0.043
LY2090314,GRK4,43,0.056
LY2090314,ATM,15,0.019
LY2090314,SGK3,206,0.266
LY2090314,BMPR2,16,0.021
LY2090314,GRK1,43,0.056
LY2090314,TGFBR1,35,0.045
LY2090314,PRKD2,47,0.061
LY2090314,TBK1,10,0.013
LY2090314,MAK,173,0.224
LY2090314,TTBK1,11,0.014
LY2090314,CLK4,194,0.251
LY2090314,CAMK1G,207,0.267
LY2090314,MAPKAPK3,210,0.271
LY2090314,PKN2,52,0.067
LY2584702,NUAK2,23,0.048
LY2584702,DYRK4,68,0.142
LY2584702,DSTYK,8,0.017
LY2584702,PIM1,24,0.050
LY2584702,NEK1,6,0.013
LY2584702,IRAK1,10,0.021
LY2584702,GRK6,89,0.186
LY2584702,MASTL,9,0.019
LY2584702,CAMKK2,3,0.006
LY2584702,GRK3,13,0.027
LY2584702,NUAK1,23,0.048
LY2584702,RAF1,18,0.038
LY2584702,NEK4,6,0.013
LY2584702,CDK18,43,0.090
LY2584702,PAK5,39,0.082
LY2584702,DAPK1,47,0.098
LY2584702,PHKG1,26,0.054
LY2584702,HIPK1,67,0.140
LY2584702,HIPK2,66,0.138
LY2584702,PLK1,3,0.006
LY2584702,MOS,18,0.038
LY2584702,MYLK4,46,0.096
LY2584702,SRPK3,30,0.063
LY2584702,CDK7,15,0.031
LY2584702,CDK12,49,0.103
LY2584702,RIPK2,28,0.059
LY2584702,SNRK,21,0.044
LY2584702,CAMK1D,48,0.100
LY2584702,ACVR2B,15,0.031
LY2584702,WNK4,16,0.033
LY2584702,CAMK2D,25,0.052
LY2584702,BMPR1B,14,0.029
LY2584702,PBK,8,0.017
LY2584702,CAMKK1,1,0.002
LY2584702,BUB1,17,0.036
LY2584702,NEK8,27,0.056
LY2584702,PRKD1,30,0.063
LY2584702,ROCK1,43,0.090
LY2584702,NEK11,25,0.052
LY2584702,CDK2,24,0.050
LY2584702,MAPKAPK2,29,0.061
LY2584702,PRKD3,45,0.094
LY2584702,BMPR1A,12,0.025
LY2584702,GAK,2,0.004
LY2584702,IRAK4,13,0.027
LY2584702,LRRK2,11,0.023
LY2584702,PRPK,15,0.031
LY2584702,ROCK2,45,0.094
LY2584702,PKN3,27,0.056
LY2584702,CDK4,44,0.092
LY2584702,DAPK3,44,0.092
LY2584702,PIM2,33,0.069
LY2584702,PKN1,24,0.050
LY2584702,PLK3,16,0.033
LY2584702,CLK2,65,0.136
LY2584702,CDK16,40,0.084
LY2584702,PINK1,19,0.040
LY2584702,NEK6,5,0.010
LY2584702,CAMK2G,99,0.207
LY2584702,LATS2,24,0.050
LY2584702,NEK7,5,0.010
LY2584702,GRK7,72,0.151
LY2584702,PLK4,4,0.008
LY2584702,CDC7,11,0.023
LY2584702,CDK17,43,0.090
LY2584702,SGK1,50,0.105
LY2584702,GRK2,11,0.023
LY2584702,CDK19,39,0.082
LY2584702,PASK,42,0.088
LY2584702,TLK2,13,0.027
LY2584702,RIPK3,10,0.021
LY2584702,CDK8,21,0.044
LY2584702,TLK1,7,0.015
LY2584702,PAK2,23,0.048
LY2584702,LATS1,24,0.050
LY2584702,PIM3,28,0.059
LY2584702,CDK6,45,0.094
LY2584702,TSSK2,30,0.063
LY2584702,BRSK2,20,0.042
LY2584702,CAMK4,46,0.096
LY2584702,HIPK3,63,0.132
LY2584702,AKT3,37,0.077
LY2584702,MARK1,13,0.027
LY2584702,CDK5,46,0.096
LY2584702,GSK3B,20,0.042
LY2584702,STK33,16,0.033
LY2584702,MYO3B,5,0.010
LY2584702,NEK2,10,0.021
LY2584702,TTBK2,34,0.071
LY2584702,DYRK3,69,0.144
LY2584702,GSK3A,18,0.038
LY2584702,AKT2,61,0.128
LY2584702,CDK13,46,0.096
LY2584702,TGFBR2,4,0.008
LY2584702,CDKL1,21,0.044
LY2584702,MST1,3,0.006
LY2584702,PRKX,30,0.063
LY2584702,DAPK2,42,0.088
LY2584702,NEK9,8,0.017
LY2584702,EEF2K,6,0.013
LY2584702,ACVR2A,16,0.033
LY2584702,MOK,43,0.090
LY2584702,HUNK,25,0.052
LY2584702,FAM20C,30,0.063
LY2584702,SRPK2,67,0.140
LY2584702,DYRK1A,63,0.132
LY2584702,CDK3,47,0.098
LY2584702,MELK,36,0.075
LY2584702,GRK5,14,0.029
LY2584702,ATR,27,0.056
LY2584702,PDK1,33,0.069
LY2584702,PHKG2,26,0.054
LY2584702,ULK2,6,0.013
LY2584702,CDK14,42,0.088
LY2584702,BCKDK,12,0.025
LY2584702,NEK3,6,0.013
LY2584702,CDKL5,37,0.077
LY2584702,MARK4,15,0.031
LY2584702,PAK3,24,0.050
LY2584702,CLK1,63,0.132
LY2584702,PLK2,17,0.036
LY2584702,NLK,36,0.075
LY2584702,MAPKAPK5,27,0.056
LY2584702,CDK10,47,0.098
LY2584702,BRSK1,23,0.048
LY2584702,CLK3,31,0.065
LY2584702,MTOR,17,0.036
LY2584702,DYRK1B,63,0.132
LY2584702,CAMK2B,21,0.044
LY2584702,CDK9,44,0.092
LY2584702,GRK4,15,0.031
LY2584702,PAK6,15,0.031
LY2584702,RIPK1,38,0.079
LY2584702,ATM,7,0.015
LY2584702,SGK3,28,0.059
LY2584702,BMPR2,5,0.010
LY2584702,DYRK2,66,0.138
LY2584702,GRK1,21,0.044
LY2584702,TGFBR1,16,0.033
LY2584702,VRK1,20,0.042
LY2584702,PRKD2,40,0.084
LY2584702,TBK1,3,0.006
LY2584702,MAK,41,0.086
LY2584702,HIPK4,67,0.140
LY2584702,TTBK1,37,0.077
LY2584702,CLK4,63,0.132
LY2584702,CAMK1G,41,0.086
LY2584702,MAPKAPK3,25,0.052
LY2584702,PKN2,28,0.059
LY2584702,CDK1,52,0.109
LY2584702,CAMK2A,27,0.056
LY2835219,MAP3K15,17,0.023
LY2835219,NEK5,15,0.020
LY2835219,PAK6,50,0.067
LY2835219,CAMK2B,35,0.047
LY2835219,SLK,19,0.025
LY2835219,ROCK1,49,0.066
LY2835219,PAK2,54,0.072
LY2835219,MARK3,33,0.044
LY2835219,NEK11,23,0.031
LY2835219,DYRK4,84,0.113
LY2835219,AAK1,4,0.005
LY2835219,PHKG2,41,0.055
LY2835219,ULK2,18,0.024
LY2835219,CDK14,47,0.063
LY2835219,CDK6,39,0.052
LY2835219,GAK,4,0.005
LY2835219,BCKDK,22,0.029
LY2835219,NEK3,22,0.029
LY2835219,NEK1,13,0.017
LY2835219,HIPK3,86,0.115
LY2835219,TNIK,24,0.032
LY2835219,AKT3,73,0.098
LY2835219,MARK4,30,0.040
LY2835219,PAK4,48,0.064
LY2835219,CDK5,38,0.051
LY2835219,IRAK4,105,0.141
LY2835219,LRRK2,102,0.137
LY2835219,PRPK,22,0.029
LY2835219,DYRK1B,86,0.115
LY2835219,STK33,106,0.142
LY2835219,NEK4,19,0.025
LY2835219,NEK2,29,0.039
LY2835219,PAK5,55,0.074
LY2835219,DAPK1,50,0.067
LY2835219,MYO3B,17,0.023
LY2835219,TTBK2,71,0.095
LY2835219,PHKG1,52,0.070
LY2835219,DYRK3,97,0.130
LY2835219,AKT2,77,0.103
LY2835219,CDK13,41,0.055
LY2835219,NLK,41,0.055
LY2835219,CDKL1,66,0.088
LY2835219,DAPK3,45,0.060
LY2835219,MST1,18,0.024
LY2835219,CDK10,43,0.058
LY2835219,MARK2,59,0.079
LY2835219,ULK1,14,0.019
LY2835219,HIPK1,86,0.115
LY2835219,HIPK2,45,0.060
LY2835219,PRKX,65,0.087
LY2835219,RIPK1,149,0.200
LY2835219,SGK3,73,0.098
LY2835219,NEK6,16,0.021
LY2835219,DAPK2,66,0.088
LY2835219,NEK9,20,0.027
LY2835219,VRK1,2,0.003
LY2835219,NEK7,14,0.019
LY2835219,TTK,7,0.009
LY2835219,MYO3A,18,0.024
LY2835219,EEF2K,25,0.034
LY2835219,MOK,77,0.103
LY2835219,HUNK,23,0.031
LY2835219,MAK,25,0.034
LY2835219,CAMK2D,44,0.059
LY2835219,CDK4,39,0.052
LY2835219,HIPK4,44,0.059
LY2835219,CLK2,45,0.060
LY2835219,CLK4,91,0.122
LY2835219,SGK1,74,0.099
LY2835219,DYRK1A,96,0.129
LY2835219,CDK3,38,0.051
LY2835219,PKN2,42,0.056
LY2835219,ATR,17,0.023
LY2835219,NEK8,26,0.035
MK2206,NUAK2,75,0.100
MK2206,DYRK4,174,0.233
MK2206,PIM1,218,0.292
MK2206,HASPIN,196,0.262
MK2206,NEK1,8,0.011
MK2206,PAK4,193,0.258
MK2206,GRK6,34,0.046
MK2206,MASTL,36,0.048
MK2206,GRK3,20,0.027
MK2206,NUAK1,66,0.088
MK2206,CDK18,136,0.182
MK2206,DAPK1,192,0.257
MK2206,PHKG1,203,0.272
MK2206,HIPK1,158,0.212
MK2206,HIPK2,161,0.216
MK2206,PLK1,12,0.016
MK2206,MOS,25,0.033
MK2206,VRK2,24,0.032
MK2206,MYLK4,60,0.080
MK2206,MYO3A,5,0.007
MK2206,SRPK3,123,0.165
MK2206,CDK7,194,0.260
MK2206,SNRK,65,0.087
MK2206,CAMK1D,188,0.252
MK2206,ACVR2B,21,0.028
MK2206,WNK4,182,0.244
MK2206,CAMK2D,197,0.264
MK2206,BMPR1B,189,0.253
MK2206,PBK,24,0.032
MK2206,NEK8,14,0.019
MK2206,TTK,5,0.007
MK2206,ROCK1,188,0.252
MK2206,NEK11,18,0.024
MK2206,CDK2,36,0.048
MK2206,MAPKAPK2,191,0.256
MK2206,PRKD3,64,0.086
MK2206,BMPR1A,186,0.249
MK2206,GAK,183,0.245
MK2206,IRAK4,180,0.241
MK2206,LRRK2,182,0.244
MK2206,PRPK,17,0.023
MK2206,ROCK2,191,0.256
MK2206,PKN3,34,0.046
MK2206,CDK4,140,0.187
MK2206,DAPK3,192,0.257
MK2206,PIM2,224,0.300
MK2206,PLK3,22,0.029
MK2206,ULK1,9,0.012
MK2206,CLK2,216,0.289
MK2206,CDK16,127,0.170
MK2206,PINK1,27,0.036
MK2206,NEK6,8,0.011
MK2206,CAMK2G,216,0.289
MK2206,LATS2,233,0.312
MK2206,NEK7,9,0.012
MK2206,GRK7,29,0.039
MK2206,PLK4,10,0.013
MK2206,CDC7,22,0.029
MK2206,CDK17,137,0.183
MK2206,SGK1,192,0.257
MK2206,CDK19,139,0.186
MK2206,PASK,194,0.260
MK2206,MAP3K15,6,0.008
MK2206,NEK5,7,0.009
MK2206,CDK8,26,0.035
MK2206,TLK2,23,0.031
MK2206,PAK2,62,0.083
MK2206,LATS1,197,0.264
MK2206,AAK1,3,0.004
MK2206,PIM3,67,0.090
MK2206,CDK6,107,0.143
MK2206,TSSK2,66,0.088
MK2206,HIPK3,167,0.224
MK2206,CAMK4,67,0.090
MK2206,MARK1,198,0.265
MK2206,AKT3,72,0.096
MK2206,CDK5,121,0.162
MK2206,GSK3B,247,0.331
MK2206,STK33,182,0.244
MK2206,MYO3B,4,0.005
MK2206,TTBK2,82,0.110
MK2206,DYRK3,178,0.238
MK2206,GSK3A,37,0.050
MK2206,AKT2,72,0.096
MK2206,TGFBR2,9,0.012
MK2206,CDKL1,25,0.033
MK2206,MST1,5,0.007
MK2206,MARK2,73,0.098
MK2206,PRKX,225,0.301
MK2206,DAPK2,65,0.087
MK2206,NEK9,7,0.009
MK2206,EEF2K,5,0.007
MK2206,ACVR2A,18,0.024
MK2206,MOK,145,0.194
MK2206,HUNK,14,0.019
MK2206,FAM20C,34,0.046
MK2206,SRPK2,170,0.228
MK2206,MELK,66,0.088
MK2206,CDK3,110,0.147
MK2206,GRK5,27,0.036
MK2206,PDK1,191,0.256
MK2206,PHKG2,200,0.268
MK2206,ULK2,8,0.011
MK2206,CDK14,177,0.237
MK2206,BCKDK,18,0.024
MK2206,MARK4,62,0.083
MK2206,AKT1,72,0.096
MK2206,PAK3,61,0.082
MK2206,PLK2,23,0.031
MK2206,NLK,148,0.198
MK2206,MAPKAPK5,191,0.256
MK2206,CDK10,169,0.226
MK2206,BRSK1,201,0.269
MK2206,CLK3,53,0.071
MK2206,MTOR,30,0.040
MK2206,DYRK1B,180,0.241
MK2206,CDK9,148,0.198
MK2206,GRK4,24,0.032
MK2206,RIPK1,182,0.244
MK2206,ATM,24,0.032
MK2206,SGK3,188,0.252
MK2206,BMPR2,9,0.012
MK2206,DYRK2,153,0.205
MK2206,GRK1,24,0.032
MK2206,TGFBR1,182,0.244
MK2206,VRK1,5,0.007
MK2206,PRKD2,63,0.084
MK2206,MAK,121,0.162
MK2206,HIPK4,149,0.199
MK2206,TTBK1,77,0.103
MK2206,CLK4,208,0.278
MK2206,CAMK1G,190,0.254
MK2206,MAPKAPK3,187,0.250
MK2206,PKN2,200,0.268
MK2206,CDK1,114,0.153
MK2206,CAMK2A,200,0.268
PF3758309,NUAK2,30,0.043
PF3758309,SLK,77,0.111
PF3758309,DYRK4,92,0.133
PF3758309,PIM1,45,0.065
PF3758309,NEK1,6,0.009
PF3758309,IRAK1,11,0.016
PF3758309,PAK4,65,0.094
PF3758309,GRK6,26,0.037
PF3758309,MASTL,94,0.135
PF3758309,GRK3,21,0.030
PF3758309,NUAK1,36,0.052
PF3758309,RAF1,16,0.023
PF3758309,NEK4,10,0.014
PF3758309,CDK18,116,0.167
PF3758309,PAK5,72,0.104
PF3758309,DAPK1,79,0.114
PF3758309,PHKG1,102,0.147
PF3758309,HIPK1,97,0.140
PF3758309,HIPK2,54,0.078
PF3758309,MOS,43,0.062
PF3758309,MYLK4,74,0.107
PF3758309,MYO3A,6,0.009
PF3758309,SRPK3,38,0.055
PF3758309,CDK7,118,0.170
PF3758309,RIPK2,18,0.026
PF3758309,SNRK,111,0.160
PF3758309,CAMK1D,84,0.121
PF3758309,ACVR2B,27,0.039
PF3758309,WNK4,18,0.026
PF3758309,CAMK2D,27,0.039
PF3758309,BMPR1B,27,0.039
PF3758309,BUB1,15,0.022
PF3758309,NEK8,12,0.017
PF3758309,TTK,2,0.003
PF3758309,PRKD1,26,0.037
PF3758309,ROCK1,67,0.097
PF3758309,NEK11,11,0.016
PF3758309,SMG1,12,0.017
PF3758309,MAPKAPK2,35,0.050
PF3758309,PRKD3,29,0.042
PF3758309,BMPR1A,29,0.042
PF3758309,IRAK4,14,0.020
PF3758309,PRPK,7,0.010
PF3758309,ROCK2,71,0.102
PF3758309,PKN3,26,0.037
PF3758309,PIM2,107,0.154
PF3758309,DAPK3,72,0.104
PF3758309,PKN1,27,0.039
PF3758309,CDK16,34,0.049
PF3758309,NEK6,8,0.012
PF3758309,LATS2,34,0.049
PF3758309,NEK7,6,0.009
PF3758309,GRK7,21,0.030
PF3758309,PLK4,13,0.019
PF3758309,CDK17,114,0.164
PF3758309,SGK1,70,0.101
PF3758309,MARK3,28,0.040
PF3758309,CDK19,35,0.050
PF3758309,PASK,21,0.030
PF3758309,MAP3K15,10,0.014
PF3758309,NEK5,8,0.012
PF3758309,CDK8,36,0.052
PF3758309,RIPK3,64,0.092
PF3758309,LATS1,19,0.027
PF3758309,PIM3,34,0.049
PF3758309,TSSK2,58,0.084
PF3758309,HIPK3,96,0.138
PF3758309,CAMK4,29,0.042
PF3758309,MARK1,32,0.046
PF3758309,AKT3,72,0.104
PF3758309,STK33,17,0.024
PF3758309,NEK2,15,0.022
PF3758309,MYO3B,6,0.009
PF3758309,TTBK2,81,0.117
PF3758309,AKT2,74,0.107
PF3758309,GSK3A,77,0.111
PF3758309,TGFBR2,9,0.013
PF3758309,CDKL1,21,0.030
PF3758309,MST1,4,0.006
PF3758309,PRKX,91,0.131
PF3758309,DAPK2,70,0.101
PF3758309,NEK9,12,0.017
PF3758309,EEF2K,7,0.010
PF3758309,HUNK,46,0.066
PF3758309,SRPK2,38,0.055
PF3758309,MELK,89,0.128
PF3758309,ATR,33,0.048
PF3758309,PDK1,16,0.023
PF3758309,PHKG2,34,0.049
PF3758309,ULK2,9,0.013
PF3758309,WNK3,70,0.101
PF3758309,BCKDK,14,0.020
PF3758309,NEK3,8,0.012
PF3758309,TNIK,8,0.012
PF3758309,MARK4,38,0.055
PF3758309,AKT1,72,0.104
PF3758309,PAK3,69,0.099
PF3758309,PLK2,20,0.029
PF3758309,MAPKAPK5,22,0.032
PF3758309,BRSK1,93,0.134
PF3758309,DYRK1B,98,0.141
PF3758309,PAK6,37,0.053
PF3758309,CDK9,49,0.071
PF3758309,GRK4,27,0.039
PF3758309,RIPK1,73,0.105
PF3758309,SGK3,68,0.098
PF3758309,GRK1,102,0.147
PF3758309,DYRK2,93,0.134
PF3758309,TGFBR1,29,0.042
PF3758309,VRK1,2,0.003
PF3758309,PRKD2,29,0.042
PF3758309,TBK1,10,0.014
PF3758309,TTBK1,81,0.117
PF3758309,CAMK1G,80,0.115
PF3758309,MAPKAPK3,26,0.037
PF3758309,PKN2,26,0.037
PH797804,NUAK2,85,0.125
PH797804,SLK,10,0.015
PH797804,DYRK4,104,0.152
PH797804,DSTYK,12,0.018
PH797804,PIM1,31,0.045
PH797804,HASPIN,22,0.032
PH797804,NEK1,3,0.004
PH797804,IRAK1,99,0.145
PH797804,GRK6,39,0.057
PH797804,MASTL,17,0.025
PH797804,CAMKK2,5,0.007
PH797804,GRK3,30,0.044
PH797804,NUAK1,88,0.129
PH797804,RAF1,63,0.092
PH797804,NEK4,3,0.004
PH797804,PAK5,74,0.109
PH797804,DAPK1,76,0.111
PH797804,PHKG1,83,0.122
PH797804,HIPK1,107,0.157
PH797804,HIPK2,109,0.160
PH797804,PLK1,8,0.012
PH797804,MOS,24,0.035
PH797804,MYLK4,87,0.128
PH797804,SRPK3,53,0.078
PH797804,CDK7,25,0.037
PH797804,CDK12,79,0.116
PH797804,RIPK2,53,0.078
PH797804,SNRK,61,0.089
PH797804,CAMK1D,92,0.135
PH797804,ACVR2B,35,0.051
PH797804,WNK4,75,0.110
PH797804,CAMK2D,35,0.051
PH797804,BMPR1B,33,0.048
PH797804,PBK,11,0.016
PH797804,CAMKK1,3,0.004
PH797804,BUB1,30,0.044
PH797804,NEK8,6,0.009
PH797804,TTK,3,0.004
PH797804,PRKD1,41,0.060
PH797804,ROCK1,83,0.122
PH797804,SRPK1,117,0.172
PH797804,NEK11,4,0.006
PH797804,SMG1,75,0.110
